y,z
1.367273,1.211459
2.215978,3.288295
4.146965,-0.0641377
2.900491,3.724175
2.775982,0.7017355
1.886948,1.190852
0.9165305,0.5324308
-0.2336251,1.018159
1.865304,0.4713886
2.585836,2.552095
4.314483,1.257911
4.557204,3.42102
4.511889,1.215374
3.0604,4.196923
3.006793,1.583848
3.642749,1.422214
2.69998,3.142572
1.279338,1.03811
1.046171,0.4684666
1.559306,1.214449
1.069062,2.097137
1.525551,1.04748
1.782794,1.428069
2.032123,0.5651574
2.150567,1.246663
2.142127,2.223315
3.484052,1.785756
1.949658,1.847287
0.6407665,-0.347132
-1.757504,-1.680657
-2.949132,0.4435888
-0.3729021,-2.79138
-1.220558,0.1024614
-0.4586958,0.227348
1.807055,1.697356
3.66466,2.088446
4.014147,2.06341
2.268932,3.904973
3.456745,-0.7036707
3.184952,4.556165
3.28066,2.448234
3.538029,2.998554
3.048426,0.0850875
2.51284,1.246149
1.591052,-0.520972
0.4528689,2.399934
2.255586,1.250992
1.601266,0.6726146
0.3341656,2.280748
1.463904,1.953419
3.211874,2.331732
2.668056,1.389519
3.118048,1.771694
1.307383,-0.219779
-0.3116458,2.364104
1.173282,-0.0886614
2.458819,1.495641
2.366703,0.5122744
2.777412,3.384852
4.216967,2.744762
3.114666,2.774323
3.953478,0.6887524
0.9511178,2.580331
0.4012199,1.32613
0.3657906,0.4621996
0.9207394,2.015441
0.8029606,1.631002
1.616055,0.9970211
2.278905,1.87149
2.853179,1.007038
1.219796,2.672514
3.150438,1.349407
2.626484,1.497813
1.183873,0.6862105
-0.1432766,-0.1105168
-2.024167,0.1663534
0.3867089,-1.240988
1.359252,1.199889
1.030508,1.014786
2.353631,0.8956259
3.682942,2.909527
3.299431,1.681596
3.634367,2.076943
4.697955,3.161935
4.704604,4.567537
4.056366,2.143176
2.263396,3.629942
2.299976,0.5440655
2.031737,1.369076
2.099462,1.540004
3.841608,2.124531
3.229779,2.456811
2.190999,1.849488
1.196726,2.534356
2.802518,0.4316148
3.294823,4.304241
3.404793,1.18083
4.115169,3.209323
2.855231,1.567532
2.822571,1.274015
1.31461,1.832505
2.00394,1.765749
2.725453,-0.552512
1.702434,2.585372
2.407533,0.9914739
1.306235,1.950735
1.941801,1.632367
1.902377,0.9734577
2.39004,4.004956
2.19932,0.968577
0.1389021,0.8792577
-0.1563202,1.490737
0.6603048,0.8361505
0.6484539,0.405473
1.115997,2.066047
1.130357,-0.5760487
0.8928345,1.156525
0.7662072,0.6292096
1.556841,0.2377294
0.8360777,0.6490211
2.63062,3.037589
3.539044,1.377341
4.000525,1.745735
4.963677,2.463181
4.217132,2.121604
4.931074,3.235253
4.063907,3.314591
4.044524,2.128724
6.167255,3.663703
4.976919,4.121384
3.417588,1.650918
2.212488,2.651011
2.210267,1.242999
3.161797,1.768951
2.745676,3.011024
2.581192,1.363558
3.490891,1.763552
3.278682,2.076411
4.369891,3.411008
3.941185,3.377314
2.950332,2.081713
3.069238,0.9583362
1.209781,2.533677
0.3155596,0.3369276
0.1809093,-0.8334358
-0.2073853,1.545801
-0.6985142,-2.052939
-0.9834304,-0.4410321
-1.045207,1.904393
0.6049235,-1.777742
-0.1994358,-0.7372407
1.046751,0.7260901
2.064388,0.2254991
0.1160493,1.878535
-0.0461818,-0.5832661
1.589299,0.2803032
1.319836,0.8758197
1.29113,0.9186283
1.297761,-0.0812519
2.154511,1.454204
2.57062,3.498345
3.344593,1.447745
2.692597,1.916081
1.836848,0.2576149
-0.2927993,1.057202
-0.9524832,-0.2760081
0.1643829,0.3151609
1.006967,0.6437549
-1.188419,-0.7787757
1.659879,1.081751
1.486111,0.2041292
1.960999,1.171652
2.672475,2.628896
2.722869,1.794364
0.4881214,1.689554
-1.216336,0.1771407
-0.1522787,0.2162928
1.425293,0.2410535
2.567617,1.518992
2.615193,3.619538
2.595861,1.172176
3.007468,1.061198
2.592046,2.493614
2.868386,2.309247
2.05969,2.399997
1.64359,1.68553
0.7271693,0.1856094
0.1437708,-0.1756953
-1.625994,-1.54576
-0.1739269,0.9988233
-1.385646,0.0710977
-1.416291,-1.395196
2.183887,-1.244849
0.7558736,1.708529
-0.9959574,-0.9341558
1.033872,0.6891397
1.784807,0.4095715
1.996704,1.721606
2.581316,0.9802429
3.447554,2.154966
2.99423,3.04637
2.737845,2.746511
1.736586,1.243287
1.405435,3.237431
1.828922,-0.0982152
3.452748,1.221337
1.6997,3.337437
2.378442,-0.6669165
4.053192,1.990363
2.536848,2.584524
2.686592,3.299654
2.388793,-0.0956421
3.270445,2.034048
2.765197,2.577006
1.749922,0.6875458
2.194671,0.9953184
2.175274,2.453579
3.702044,1.158039
2.865861,2.851058
2.782267,1.023398
2.565411,3.430311
1.751156,0.2759576
1.510461,3.33458
3.962479,1.289225
5.189013,4.125085
6.149543,3.337501
4.798498,5.768207
4.297888,1.493487
1.931995,2.550911
2.982285,2.001363
2.627935,3.281084
1.523232,0.8343776
1.002669,0.0836016
0.3876991,0.5082276
0.2658611,1.014872
2.071057,1.740411
2.114171,2.04438
1.990913,0.7045582
1.008336,1.026403
0.9158819,2.056509
0.500863,0.0070452
0.3583131,0.7103676
0.4491299,-0.5416113
0.5905632,0.2783119
-0.0791705,-0.1121527
1.77528,1.668106
2.646405,2.112341
2.497945,0.816937
0.7920811,1.917515
1.908125,0.0159175
2.359355,3.114842
1.897334,0.5432433
2.389969,0.849642
-0.8772836,0.3394745
0.6995066,-0.4540592
1.159114,2.197099
2.077069,-0.0538529
1.361477,0.0203167
1.374282,3.50452
2.852275,-0.7030497
2.613697,5.156405
2.747502,1.112675
1.769311,0.4946917
2.369646,3.830775
2.501939,1.467812
3.977242,2.860265
2.366551,1.013329
2.172934,0.8083497
2.173516,1.867476
2.696313,2.421188
3.706299,2.851254
5.221701,3.296051
3.626055,2.771092
3.57856,1.902367
2.418854,1.026798
1.809059,1.194009
0.9896108,2.528903
1.180995,-0.5847435
1.080705,-0.3790148
0.0761875,1.364698
1.246988,-0.3779544
0.018265,0.827029
-0.1500166,0.7605172
0.9271337,0.6117117
1.281278,-0.9165679
0.8653532,1.035435
-0.1373652,0.5973789
-1.002905,0.2682414
-0.648799,-0.7423819
1.267773,2.394739
2.300006,-0.7541038
2.148942,3.138991
0.2220812,0.3419606
2.884203,0.678694
5.317137,3.977135
4.92549,3.825431
2.634773,1.417386
2.280078,1.72133
2.873181,-0.053097
2.289912,3.411027
2.671952,0.8005406
3.705129,2.108696
1.933634,1.353369
3.427219,1.850577
2.993894,2.633939
1.659177,2.084053
0.7938729,-0.7474247
-0.670711,-0.028475
1.063749,1.409243
2.337636,-0.968099
2.706978,2.570882
2.689859,0.7310687
3.420227,2.58961
1.277095,2.477867
1.141191,0.460883
0.8496183,-0.191005
0.0970087,0.7520871
1.120282,-0.5569399
-0.0240477,1.277603
1.382727,-1.145171
1.505244,2.375769
2.65461,-0.74136
2.514195,3.79658
3.233657,1.907652
3.641104,2.262129
3.648278,2.089614
1.987071,2.318421
3.479792,2.532677
3.338003,2.66708
3.969764,1.635747
3.819862,3.025975
3.380879,1.078882
1.761914,3.503695
0.6988658,-0.5142975
1.18225,-0.5771663
-0.4285736,2.357903
1.408108,0.0445537
1.071363,1.325992
0.2546321,1.245313
0.150173,0.5526538
1.137863,-0.4106674
3.591085,1.860397
2.962697,2.046141
4.10657,1.691
1.680584,2.30551
1.892736,1.463902
4.147277,2.36958
1.86641,1.507561
1.054085,0.179978
1.015541,1.029287
1.601548,1.273073
1.938862,1.390183
4.479927,3.768889
4.845551,1.880279
4.683702,4.464403
7.257231,3.300665
4.874042,5.157691
3.431529,1.70044
2.282913,1.895254
1.868626,0.9403461
1.453421,2.325831
0.4234592,-1.166764
2.297131,2.382122
0.9832067,0.665334
0.9553111,1.211289
1.867586,1.314138
3.890806,0.1668795
2.845265,1.501796
0.763822,2.065304
0.3062859,1.641935
1.713079,1.416055
2.412239,2.1781
2.916328,-0.3266667
0.7530624,1.125672
-0.6002124,-1.062127
-1.664216,0.052349
-1.330863,-1.09175
1.414928,-3.108289
1.252934,2.130048
1.334008,1.229996
3.722657,1.488717
2.313475,1.915863
1.612051,0.7330205
2.939674,1.810119
3.914114,2.355039
1.391004,1.980159
1.866237,1.072498
1.957369,0.9802876
1.203652,0.8362516
0.8766615,-0.3544872
1.052467,1.021595
0.304681,2.209645
2.718641,0.6805471
3.912166,3.273986
4.939596,0.8169358
4.044636,4.337226
3.047821,2.479276
3.254761,2.737453
2.839488,1.882122
2.534896,-0.267532
3.233623,5.153844
2.498152,0.1069927
2.458249,2.115449
2.65411,0.9390981
1.83042,1.079308
1.902292,1.612002
2.877712,2.742853
4.655195,1.70188
2.633977,1.487992
1.674141,1.828464
