Year,Quarter,State,B,W
2019,2,RI,$353.44 ,$876.84 
2019,2,SC,$267.56 ,$790.31 
2019,2,SD,$352.82 ,$783.98 
2019,2,TN,$239.03 ,$755.66 
2019,2,TX,$413.88 ,"$1,012.88 "
2019,2,UT,$426.39 ,$935.53 
2019,2,VT,$371.48 ,$816.86 
2019,2,VA,$318.56 ,$961.50 
2019,2,WA,$494.09 ,"$1,106.56 "
2019,2,WV,$312.73 ,$908.76 
2019,2,WI,$321.56 ,$843.51 
2019,2,WY,$390.75 ,$809.42 
2019,3,PA,$406.03 ,$851.40 
2019,3,PR,$133.56 ,$419.51 
2019,3,RI,$354.64 ,$882.73 
2019,3,SC,$272.03 ,$802.16 
2019,3,SD,$351.87 ,$780.05 
2019,3,TN,$238.33 ,$755.82 
2019,3,TX,$417.66 ,$984.40 
2019,3,UT,$433.48 ,$951.86 
2019,3,VT,$369.74 ,$821.20 
2019,3,VA,$318.09 ,$937.17 
2019,3,WA,$496.10 ,"$1,099.84 "
2019,3,WV,$316.08 ,$928.09 
2019,3,WI,$322.84 ,$857.71 
2019,3,WY,$395.78 ,$831.65 
2019,4,PA,$408.43 ,$890.77 
2019,4,PR,$144.84 ,$419.73 
2019,4,RI,$362.06 ,$910.01 
2019,4,SC,$273.74 ,$815.68 
2019,4,SD,$353.41 ,$788.75 
2019,4,TN,$240.13 ,$754.40 
2019,4,TX,$418.84 ,$985.58 
2019,4,UT,$439.76 ,$964.94 
2019,4,VT,$373.68 ,$800.64 
2019,4,VA,$320.23 ,$924.53 
2019,4,WA,$504.21 ,"$1,117.95 "
2019,4,WV,$325.17 ,$958.57 
2019,4,WI,$323.96 ,$856.14 
2019,4,WY,$403.21 ,$838.12 
2020,1,PA,$408.36 ,$881.84 
2020,1,PR,$168.62 ,$417.83 
2020,1,RI,$366.52 ,$935.55 
2020,1,SC,$275.12 ,$783.10 
2020,1,SD,$359.03 ,$832.34 
2020,1,TN,$243.06 ,$771.47 
2020,1,TX,$427.21 ,$997.73 
2020,1,UT,$450.81 ,$968.17 
2020,1,VT,$378.91 ,$786.27 
2020,1,VA,$321.57 ,$899.29 
2020,1,WA,$515.14 ,"$1,176.38 "
2020,1,WV,$328.74 ,$929.59 
2020,1,WI,$324.02 ,$856.78 
2020,1,WY,$414.60 ,$870.32 
2020,2,PA,$408.50 ,$867.25 
2020,2,PR,$180.90 ,$412.40 
2020,2,RI,$364.88 ,$912.83 
2020,2,SC,$276.70 ,$742.73 
2020,2,SD,$359.18 ,$832.46 
2020,2,TN,$243.90 ,$776.04 
2020,2,TX,$401.86 ,$905.34 
2020,2,UT,$452.08 ,$964.13 
2020,2,VT,$390.29 ,$759.54 
2020,2,VA,$322.40 ,$887.60 
2020,2,WA,$519.18 ,"$1,189.87 "
2020,2,WV,$330.98 ,$941.96 
2020,2,WI,$325.23 ,$854.72 
2020,2,WY,$419.21 ,$881.25 
2020,3,PA,$358.64 ,$781.40 
2020,3,PR,$180.70 ,$397.14 
2020,3,RI,$330.32 ,$821.95 
2020,3,SC,$247.67 ,$646.61 
2020,3,SD,$320.37 ,$690.22 
2020,3,TN,$218.51 ,$668.09 
2020,3,TX,$371.91 ,$875.53 
2020,3,UT,$381.78 ,$854.86 
2020,3,VT,$426.55 ,$745.30 
2020,3,VA,$275.70 ,$773.05 
2020,3,WA,$486.95 ,"$1,086.24 "
2020,3,WV,$296.25 ,$814.03 
2020,3,WI,$308.62 ,$803.06 
2020,3,WY,$413.34 ,$927.16 
2020,4,PA,$352.27 ,$757.23 
2020,4,PR,$183.21 ,$393.04 
2020,4,RI,$327.09 ,$799.93 
2020,4,SC,$245.84 ,$639.45 
2020,4,SD,$321.84 ,$694.56 
2020,4,TN,$217.62 ,$666.37 
2020,4,TX,$371.28 ,$873.85 
2020,4,UT,$386.87 ,$869.91 
2020,4,VT,$427.87 ,$738.16 
2020,4,VA,$277.08 ,$799.92 
2020,4,WA,$483.43 ,"$1,081.90 "
2020,4,WV,$272.12 ,$744.01 
2020,4,WI,$305.44 ,$816.16 
2020,4,WY,$417.42 ,$935.41 
2021,1,RI,$330.30 ,$828.54 
2021,1,TX,$366.70 ,$867.66 
2021,1,PA,$352.39 ,$756.77 
2021,1,PR,$182.62 ,$392.94 
2021,1,SC,$246.91 ,$646.99 
2021,1,SD,$325.70 ,$701.49 
2021,1,TN,$217.94 ,$665.80 
2021,1,UT,$385.90 ,$892.45 
2021,1,VA,$276.64 ,$808.88 
2021,1,WA,$482.21 ,"$1,048.36 "
2021,1,WV,$259.30 ,$717.20 
2021,1,WI,$301.40 ,$793.04 
2021,1,WY,$422.28 ,$937.27 
2021,1,VT,$383.95 ,$765.77 
2021,2,PA,$355.73 ,$756.02 
2021,2,PR,$184.05 ,$395.15 
2021,2,RI,$330.32 ,$833.48 
2021,2,SC,$248.37 ,$652.60 
2021,2,SD,$328.15 ,$716.26 
2021,2,TN,$218.72 ,$660.96 
2021,2,TX,$366.40 ,$870.60 
2021,2,UT,$387.12 ,$884.45 
2021,2,VA,$278.42 ,$823.24 
2021,2,WA,$486.53 ,"$1,065.81 "
2021,2,WV,$261.11 ,$731.08 
2021,2,WI,$300.33 ,$791.91 
2021,2,WY,$420.61 ,$930.43 
2021,2,VT,$379.32 ,$777.40 
2021,3,PA,$373.87 ,$772.81 
2021,3,PR,$194.92 ,$401.89 
2021,3,RI,$349.71 ,$891.94 
2021,3,SC,$258.77 ,$692.22 
2021,3,SD,$356.02 ,$818.30 
2021,3,TN,$226.95 ,$688.14 
2021,3,TX,$369.25 ,$865.67 
2021,3,UT,$426.50 ,$956.00 
2021,3,VA,$295.04 ,$941.92 
2021,3,WA,$510.33 ,"$1,103.21 "
2021,3,WV,$270.25 ,$783.37 
2021,3,WI,$299.01 ,$797.23 
2021,3,WY,$428.20 ,$912.73 
2021,3,VT,$377.85 ,$769.19 
2021,4,PA,$389.57 ,$795.34 
2021,4,PR,$198.47 ,$422.73 
2021,4,RI,$357.23 ,$937.39 
2021,4,SC,$265.63 ,$719.37 
2021,4,SD,$365.42 ,$848.61 
2021,4,TN,$230.55 ,$699.94 
2021,4,TX,$366.73 ,$871.02 
2021,4,UT,$425.44 ,$946.05 
2021,4,VT,$378.28 ,$776.71 
2021,4,VA,$300.69 ,$969.84 
2021,4,WA,$522.75 ,"$1,131.59 "
2021,4,WV,$281.70 ,$835.62 
2021,4,WI,$299.70 ,$794.93 
2021,4,WY,$427.29 ,$907.07 
